ID,SiteFK,Circle,Orientation,Code,Species,IsConifer
3471,102,1,C,ECM,N/A,0
3470,102,1,B,ECL,N/A,0
3469,102,1,A,ECK,N/A,0
3436,63,4,D,CCS,"Vaccineum stamineum",0
3434,63,4,A,CCP,"Hickory spp.",0
3432,63,1,D,CCD,"White oak",0
3431,63,1,C,CCC,N/A,0
3429,63,1,A,CCA,"Cherry and plum spp.",0
3368,99,1,A,DYN,"Live oak",0
3317,96,3,A,DWO,"Norway maple",0
3318,96,3,B,DWP,"Viburnum trilobum",0
3319,96,3,C,DWQ,"Viburnum trilobum",0
3281,96,2,E,DVE,"Viburnum nudum",0
3280,96,2,D,DVD,"Cornus stolonifera",0
3279,96,2,C,DVC,"Viburnum nudum",0
3278,96,2,B,DVB,"American hornbeam",0
3277,96,2,A,DVA,"American hornbeam",0
3276,96,1,E,DUZ,"Vibirnum dentatum",0
3275,96,1,D,DUY,"Vaccinium spp",0
3274,96,1,C,DUX,"Viburnum nudum",0
3273,96,1,B,DUW,"Rhus glabra",0
3272,96,1,A,DUV,"Hamamelis virginiana",0
3271,95,7,E,DUU,"Striped maple",0
3270,95,7,D,DUT,"Viburnum cassinoide",0
3269,95,7,C,DUS,Rhododendron,0
3268,95,7,B,DUR,"Hamamelis virginiana",0
3267,95,7,A,DUQ,"Scarlet oak",0
3228,95,1,D,DTD,"Aesculus parviflora",0
3245,2,1,B,EJS,N/A,0
3244,95,4,E,DTT,"Rhododendron sp",0
3242,95,4,C,DTR,"Flowering dogwood",0
3241,95,4,B,DTQ,"Halesia tetraptera",0
3238,95,3,D,DTN,Ginkgo,0
3237,95,3,C,DTM,"Malus sargentii",0
3236,95,3,B,DTL,"Malus sargentii",0
3235,95,3,A,DTK,"Malus sargentii",0
3231,95,2,B,DTG,"Aesculus hippocastanum",0
2764,77,12,B,DBH,Sweetgum,0
3174,2,1,C,EJT,"White fir",1
3132,91,2,E,DPL,N/A,0
3131,91,2,D,DPK,N/A,0
3130,91,2,C,DPJ,N/A,0
3129,91,2,B,DPI,N/A,0
3128,91,2,A,DPH,N/A,0
3127,91,1,E,DPG,N/A,0
3126,91,1,D,DPF,N/A,0
3125,91,1,C,DPE,N/A,0
3124,91,1,B,DPD,N/A,0
3123,91,1,A,DPC,N/A,0
3122,90,2,E,DPB,Sourwood,0
3121,90,2,D,DPA,"White oak",0
3120,90,2,C,DOZ,"Maple spp.",0
3119,90,2,B,DOY,Sweetgum,0
3118,90,2,A,DOX,"American beech",0
3117,90,1,E,DOW,"Elm spp.",0
3116,90,1,D,DOV,"American beech",0
3115,90,1,C,DOU,"Red maple",0
3114,90,1,B,DOT,"Oak spp.",0
3113,90,1,A,DOS,"Hickory spp.",0
3112,61,10,E,DOR,N/A,0
3111,61,10,D,DOQ,N/A,0
3110,61,10,C,DOP,N/A,0
3109,61,10,B,DOO,N/A,0
3108,61,10,A,DON,N/A,0
3107,61,9,E,DOM,N/A,0
3106,61,9,D,DOL,N/A,0
3105,61,9,C,DOK,N/A,0
3104,61,9,B,DOJ,N/A,0
3103,61,9,A,DOI,N/A,0
3102,61,8,E,DOH,N/A,0
3101,61,8,D,DOG,N/A,0
3100,61,8,C,DOF,N/A,0
3099,61,8,B,DOE,N/A,0
3098,61,8,A,DOD,N/A,0
3097,61,7,E,DOC,N/A,0
3096,61,7,D,DOB,N/A,0
3095,61,7,C,DOA,N/A,0
3094,61,7,B,DNZ,N/A,0
3093,61,7,A,DNY,N/A,0
3087,89,2,E,DNS,"Autumn olive",0
3086,89,2,D,DNR,"Sugar maple",0
3085,89,2,C,DNQ,Blackhaw,0
3084,89,2,B,DNP,"American beech",0
3083,89,2,A,DNO,"Sugar maple",0
3082,89,1,E,DNN,"Yellow buckeye",0
3081,89,1,D,DNM,"American elm",0
3080,89,1,C,DNL,Spicebush,0
3079,89,1,B,DNK,"American beech",0
3078,89,1,A,DNJ,"Yellow buckeye",0
3077,88,2,E,DNI,"White-cedar spp.",1
3076,88,2,D,DNH,"Winged elm",0
3075,88,2,C,DNG,Yellow-poplar,0
3074,88,2,B,DNF,"Sugar maple",0
3073,88,2,A,DNE,"Magnolia spp.",0
3072,88,1,E,DND,"Winged elm",0
3071,88,1,D,DNC,"Lonicera japonica",0
3070,88,1,C,DNB,"Lonicera japonica",0
3069,88,1,B,DNA,"Lonicera japonica",0
3068,88,1,A,DMZ,"Winged elm",0
3067,87,3,E,DMY,N/A,0
3066,87,3,D,DMX,N/A,0
3065,87,3,C,DMW,N/A,0
3064,87,3,B,DMV,N/A,0
3063,87,3,A,DMU,N/A,0
3062,87,2,E,DMT,N/A,0
3061,87,2,D,DMS,N/A,0
3060,87,2,C,DMR,N/A,0
3059,87,2,B,DMQ,N/A,0
3058,87,2,A,DMP,N/A,0
3057,87,1,E,DMO,N/A,0
3056,87,1,D,DMN,N/A,0
3055,87,1,C,DMM,N/A,0
3054,87,1,B,DML,N/A,0
3053,87,1,A,DMK,N/A,0
3052,86,4,E,DMJ,"Red maple",0
3051,86,4,D,DMI,"Black cherry",0
3050,86,4,C,DMH,"Black cherry",0
3049,86,4,B,DMG,"Black cherry",0
3048,86,4,A,DMF,"Black cherry",0
3047,86,3,E,DME,"Black cherry",0
3046,86,3,D,DMD,"Black cherry",0
3045,86,3,C,DMC,"Black cherry",0
3044,86,3,B,DMB,"Black cherry",0
3043,86,3,A,DMA,"Black cherry",0
3042,86,2,E,DLZ,"Eastern redbud",0
3041,86,2,D,DLY,Pear,0
3040,86,2,C,DLX,"Crepe myrtle",0
3039,86,2,B,DLW,"Northern red oak",0
3038,86,2,A,DLV,"Northern red oak",0
3037,86,1,E,DLU,"American beech",0
3036,86,1,D,DLT,"Northern red oak",0
3035,86,1,C,DLS,"Black cherry",0
3034,86,1,B,DLR,Ironwood,0
3033,86,1,A,DLQ,"Red maple",0
3032,85,3,E,DLP,N/A,0
3031,85,3,D,DLO,N/A,0
3030,85,3,C,DLN,N/A,0
3029,85,3,B,DLM,N/A,0
3028,85,3,A,DLL,N/A,0
3027,85,2,E,DLK,N/A,0
3026,85,2,D,DLJ,N/A,0
3025,85,2,C,DLI,N/A,0
3024,85,2,B,DLH,N/A,0
3023,85,2,A,DLG,N/A,0
3022,85,1,E,DLF,N/A,0
3021,85,1,D,DLE,N/A,0
3020,85,1,C,DLD,N/A,0
3019,85,1,B,DLC,N/A,0
3018,85,1,A,DLB,N/A,0
3017,61,5,E,DLA,N/A,0
3016,61,5,D,DKZ,N/A,0
3015,61,5,C,DKY,N/A,0
3014,61,5,B,DKX,N/A,0
3013,61,5,A,DKW,N/A,0
1116,154,1,A,APX,N/A,0
2937,55,20,E,DHY,"Red maple",0
2936,55,20,D,DHX,"Red maple",0
2935,55,20,C,DHW,"Florida maple",0
2934,55,20,B,DHV,Sourwood,0
2933,55,20,A,DHU,"Red maple",0
2932,55,19,E,DHT,"American beech",0
2931,55,19,D,DHS,"American beech",0
2930,55,19,C,DHR,"American beech",0
2929,55,19,B,DHQ,"American beech",0
2928,55,19,A,DHP,"American hornbeam",0
2927,55,18,E,DHO,"American beech",0
2926,55,18,D,DHN,"Umbrella magnolia",0
2925,55,18,C,DHM,"American beech",0
2924,55,18,B,DHL,"Red maple",0
2923,55,18,A,DHK,"Viburnum rufidulum",0
2922,55,17,E,DHJ,"American beech",0
2918,55,17,A,DHF,"Willow oak",0
2915,55,16,C,DHC,"Swamp chestnut oak",0
2914,55,16,B,DHB,"Pignut hickory",0
2912,55,15,E,DGZ,"Blueberry vaccinium sp.",0
2911,55,15,D,DGY,"American hornbeam",0
2910,55,15,C,DGX,"American hornbeam",0
2882,55,-9,E,BDA,"Common serviceberry",0
2881,55,-9,D,BCZ,Sweetgum,0
2880,55,-9,C,BCY,"Maple leaf viburnum",0
2879,55,-9,B,BCX,"Red maple",0
2878,55,-9,A,BCW,"Red maple",0
2877,55,-8,E,BCV,"Chestnut oak",0
2876,55,-8,D,BCU,"American holly",0
2875,55,-8,C,BCT,"American beech",0
2874,55,-8,B,BCS,Sourwood,0
2873,55,-8,A,BCR,"Red maple",0
2763,77,12,A,DBG,Sweetgum,0
2762,77,-11,E,EQY,"Common persimmon",0
2761,77,-11,D,IHW,"Common persimmon",0
2760,77,11,C,DBD,"American sycamore",0
2759,77,11,B,DBC,"Red maple",0
1481,40,1,A,BDY,Sweetgum,0
1482,40,1,B,BDZ,Sweetgum,0
1483,40,1,C,BEA,Sweetgum,0
1484,40,1,D,BEB,Sweetgum,0
1485,40,1,E,BEC,N/A,0
1486,40,2,A,BED,Sweetgum,0
1487,40,2,B,BEE,"Red maple",0
1488,40,2,C,BEF,Sweetgum,0
1489,40,2,D,BEG,Sweetgum,0
1490,40,2,E,BEH,Sweetgum,0
1491,40,3,A,BEI,Sweetgum,0
1492,40,3,B,BEJ,N/A,0
1493,40,3,C,BEK,Sweetgum,0
1494,40,3,D,BEL,Sweetgum,0
1495,40,3,E,BEM,Sweetgum,0
1496,40,4,A,BEN,"Flowering dogwood",0
1497,40,4,B,BEO,Sweetgum,0
1498,40,4,C,BEP,Sweetgum,0
1499,40,4,D,BEQ,Sweetgum,0
1500,40,4,E,BER,Sweetgum,0
1501,40,5,A,BES,Sweetgum,0
1502,40,5,B,BET,N/A,0
1503,40,5,C,BEU,Sweetgum,0
1504,40,5,D,BEV,Sweetgum,0
1505,40,5,E,BEW,Sweetgum,0
1506,40,6,A,BEX,N/A,0
1507,40,6,B,BEY,N/A,0
1508,40,6,C,BEZ,N/A,0
1509,40,6,D,BFA,N/A,0
1510,40,6,E,BFB,N/A,0
1560,44,4,E,BGZ,N/A,0
1559,44,4,D,BGY,N/A,0
1558,44,4,C,BGX,N/A,0
1557,44,4,B,BGW,N/A,0
1556,44,4,A,BGV,N/A,0
1555,44,3,E,BGU,N/A,0
1554,44,3,D,BGT,N/A,0
1553,44,3,C,BGS,N/A,0
1552,44,3,B,BGR,N/A,0
1551,44,3,A,BGQ,N/A,0
1550,44,2,E,BGP,N/A,0
1549,44,2,D,BGO,N/A,0
1548,44,2,C,BGN,N/A,0
1547,44,2,B,BGM,N/A,0
1546,44,2,A,BGL,N/A,0
1545,44,1,E,BGK,N/A,0
1544,44,1,D,BGJ,N/A,0
1543,44,1,C,BGI,N/A,0
1542,44,1,B,BGH,N/A,0
1541,44,1,A,BGG,N/A,0
1561,44,5,A,BHA,N/A,0
1562,44,5,B,BHB,N/A,0
1563,44,5,C,BHC,N/A,0
1564,44,5,D,BHD,N/A,0
1565,44,5,E,BHE,N/A,0
1566,44,6,A,BHF,N/A,0
1567,44,6,B,BHG,N/A,0
1568,44,6,C,BHH,N/A,0
1569,44,6,D,BHI,N/A,0
1570,44,6,E,BHJ,N/A,0
1571,45,1,A,BHK,N/A,0
1572,45,1,B,BHL,N/A,0
1573,45,1,C,BHM,N/A,0
1574,45,1,D,BHN,N/A,0
1575,45,1,E,BHO,N/A,0
1576,45,2,A,BHP,N/A,0
1577,45,2,B,BHQ,N/A,0
1578,45,2,C,BHR,N/A,0
1579,45,2,D,BHS,N/A,0
1580,45,2,E,BHT,N/A,0
1581,46,1,A,BHU,N/A,0
1582,46,1,B,BHV,N/A,0
1583,46,1,C,BHW,N/A,0
1584,46,1,D,BHX,N/A,0
1585,46,1,E,BHY,N/A,0
1586,46,2,A,BHZ,N/A,0
1587,46,2,B,BIA,N/A,0
1588,46,2,C,BIB,N/A,0
1589,46,2,D,BIC,N/A,0
1590,46,2,E,BID,N/A,0
1591,46,3,A,BIE,N/A,0
1592,46,3,B,BIF,N/A,0
1593,46,3,C,BIG,N/A,0
1594,46,3,D,BIH,N/A,0
1595,46,3,E,BII,N/A,0
1596,46,4,A,BIJ,N/A,0
1597,46,4,B,BIK,N/A,0
1598,46,4,C,BIL,N/A,0
1599,46,4,D,BIM,N/A,0
1600,46,4,E,BIN,N/A,0
2784,78,-4,B,IHY,"Red maple",0
2783,78,4,A,DCA,"American beech",0
2780,78,3,C,DBX,Blackgum,0
2707,2,3,E,EJL,"Sugar maple",0
2704,2,3,B,EJI,"Black cherry",0
2701,2,2,D,EJP,Honeylocust,0
2698,2,2,A,EJM,Sweetgum,0
2694,2,-1,B,DTU,N/A,0
1852,55,1,A,BSF,"White oak",0
3667,109,1,E,EKA,N/A,0
3682,109,4,E,EKP,N/A,0
3679,109,4,B,EKM,N/A,0
3676,109,3,D,EKJ,N/A,0
3673,109,3,A,EKG,N/A,0
3669,109,2,B,EKC,N/A,0
3668,109,2,A,EKB,N/A,0
3666,109,1,D,EJZ,N/A,0
3665,109,1,C,EJY,N/A,0
3636,101,-1,A,CEO,"White ash",0
704,111,1,B,AAB,N/A,0
3609,67,4,E,CKG,"Live oak",0
3608,106,-10,E,FAM,"Beaked hazel",0
3607,106,-10,D,FAL,"Beaked hazel",0
3606,106,-10,C,FAK,"Beaked hazel",0
3605,106,-10,B,FAJ,"Serviceberry spp.",0
3604,106,-10,A,FAH,"Beaked hazel",0
3603,106,9,E,EHO,"Speckled alder",0
3602,106,9,D,EHN,"Speckled alder",0
3601,106,-9,C,FAN,"Speckled alder",0
3600,106,9,B,EHL,"Speckled alder",0
3599,106,9,A,EHK,"Red maple",0
3598,106,8,E,EHJ,"American elm",0
3597,106,8,D,EHI,"American elm",0
3596,106,8,C,EHH,Chokecherry,0
3595,106,8,B,EHG,"White elm",0
3594,106,8,A,EHF,Chokecherry,0
3593,106,7,E,EHE,"Sugar maple",0
3592,106,7,D,EHD,Chokecherry,0
3591,106,7,C,EHC,"Sugar maple",0
3590,106,7,B,EHB,"Sugar maple",0
3589,106,7,A,EHA,Chokecherry,0
3588,106,6,E,EGZ,"Hawthorn spp.",0
3587,106,6,D,EGY,"Sugar maple",0
3586,106,6,C,EGX,"Paper birch",0
3585,106,6,B,EGW,"Alternate-leaf dogwood",0
3584,106,6,A,EGV,"Alternate-leaf dogwood",0
3583,106,5,E,EGU,"Redosier dogwood",0
3582,106,5,D,EGT,Tamarack,1
3581,106,5,C,EGS,"Willow spp.",0
3580,106,5,B,EGR,"Red osier dogwood",0
3579,106,-5,A,FAR,"White birch",0
3578,106,4,E,EGP,"Paper birch",0
3577,106,4,D,EGO,"Paper birch",0
3576,106,4,C,EGN,"Quaking aspen",0
3575,106,4,B,EGM,"Paper birch",0
3574,106,4,A,EGL,"Balsam poplar",0
3573,106,3,E,EGK,"Redosier dogwood",0
3572,106,3,D,EGJ,"Redosier dogwood",0
3571,106,3,C,EGI,"Willow spp.",0
3570,106,3,B,EGH,"Apple spp.",0
3569,106,3,A,EGG,"American elm",0
3568,106,-2,E,EZK,"Sugar maple",0
3567,106,-2,D,EZJ,"Sugar maple",0
3566,106,2,C,EGD,"Sugar maple",0
3565,106,2,B,EGC,"Sugar maple",0
3564,106,2,A,EGB,"Sugar maple",0
3563,106,1,E,EGA,"Beaked hazel",0
3562,106,-1,D,ETH,"Black ash",0
3561,106,-1,C,ETG,"Green ash",0
3560,106,-1,B,ETF,"Beaked hazel",0
3559,106,-1,A,ETE,"Beaked hazel",0
3497,97,5,C,DWB,"American chestnut",0
3496,97,4,E,DVY,"American chestnut",0
3495,97,4,C,DVW,"American chestnut",0
3468,101,6,E,ECJ,"Sour cherry",0
3467,101,6,D,ECI,"Eastern redbud",0
3466,101,6,C,ECH,"Cherry and plum spp.",0
3465,101,6,B,ECG,"Sugar maple",0
3464,101,6,A,ECF,"Sugar maple",0
3463,101,-5,E,ETD,"American elm",0
3462,101,-5,D,ETC,"Hickory spp.",0
3461,101,-5,C,ETB,"American basswood",0
3460,101,-5,B,ETA,"American elm",0
3459,101,5,A,ECA,"Sugar maple",0
3458,101,4,E,EBZ,"Sugar maple",0
3457,101,4,D,EBY,"Sugar maple",0
3456,101,4,C,EBX,"Norway maple",0
3455,101,4,B,EBW,"Norway maple",0
3454,101,4,A,EBV,"Norway maple",0
3453,101,-3,E,ESZ,"American elm",0
3452,101,3,D,EBT,"Cherry and plum spp.",0
3451,101,-3,C,ESY,"Cherry and plum spp.",0
3450,101,-3,B,ESX,"Norway maple",0
3449,101,3,A,EBQ,"Norway maple",0
3448,101,-2,E,CEV,"Rhus glabra",0
3447,101,-2,D,CEU,"Rhus glabra",0
3446,101,-2,C,CET,"Rhus glabra",0
3445,101,-2,B,CES,"Rhus glabra",0
3444,101,2,A,EBL,"Black walnut",0
3443,101,-1,E,CER,"Rhamnus cathartica",0
3442,101,-1,D,CEQ,"Rhamnus cathartica",0
3441,101,-1,C,CEP,"Rhamnus cathartica",0
3440,101,-1,B,EST,"Cherry and plum spp.",0
3439,101,-1,A,EIV,"White ash",0
3438,63,5,A,CCU,Sourwood,0
3437,63,4,E,CCT,"Simplocos tinctoria",0
3435,63,4,B,CCQ,Yellow-poplar,0
3433,63,1,E,CCE,"Walnut spp.",0
3430,63,1,B,CCB,"White oak",0
3428,63,6,B,CDA,"Carolina hemlock",1
3427,100,10,E,EAU,Honeysuckle,0
3426,100,10,D,EAT,"Black ash",0
3425,100,10,C,EAS,"Common serviceberry",0
3424,100,10,B,EAR,"Tatarian honeysuckle",0
3423,100,10,A,EAQ,"Red maple",0
3422,100,9,E,EAP,"Eastern hophornbeam",0
3421,100,9,D,EAO,"Dogwood spp.",0
3420,100,9,C,EAN,"Dogwood spp.",0
3419,100,9,B,EAM,"Sugar maple",0
3418,100,9,A,EAL,"Dogwood spp.",0
3417,100,8,E,EAK,"American beech",0
3416,100,8,D,EAJ,"American beech",0
3415,100,8,C,EAI,"Sugar maple",0
3414,100,8,B,EAH,Huckleberry,0
3413,100,8,A,EAG,"American beech",0
3412,100,7,E,EAF,"Eastern hophornbeam",0
3411,100,7,D,EAE,"Eastern hophornbeam",0
3410,100,7,C,EAD,"Dogwood spp.",0
3409,100,7,B,EAC,"Dogwood spp.",0
3408,100,7,A,EAB,"Dogwood spp.",0
3407,100,6,E,EAA,"Sugar maple",0
3406,100,6,D,DZZ,"White ash",0
3405,100,6,C,DZY,"Sugar maple",0
3404,100,6,B,DZX,Hazelnut,0
3403,100,6,A,DZW,"Dogwood spp.",0
3402,100,5,E,DZV,"Hop hornbeam",0
3401,100,5,D,DZU,"Sugar maple",0
3400,100,5,C,DZT,Hop-hornbeam,0
3399,100,5,B,DZS,"American beech",0
3398,100,5,A,DZR,"Blue beech",0
3397,100,4,E,DZQ,"Trembling aspen",0
3396,100,4,D,DZP,"Willow spp.",0
3395,100,4,C,DZO,"Yellow birch",0
3394,100,4,B,DZN,"Black cherry",0
3393,100,4,A,DZM,"Trembling aspen",0
3392,100,-3,E,FAB,"White ash",0
3391,100,3,D,DZK,"Dogwood spp.",0
3390,100,3,C,DZJ,"White ash",0
3389,100,3,B,DZI,"Dogwood spp.",0
3388,100,3,A,DZH,"Sugar maple",0
3387,100,2,E,DZG,"Sugar maple",0
3386,100,2,D,DZF,"Sugar maple",0
3385,100,2,C,DZE,"Eastern hophornbeam",0
3384,100,2,B,DZD,"American basswood",0
3383,100,2,A,DZC,"Northern red oak",0
3382,100,1,E,DZB,"Red-osier dogwood",0
3381,100,1,D,DZA,"Common serviceberry",0
3380,100,1,C,DYZ,"Red-osier dogwood",0
3379,100,1,B,DYY,"White cedar",1
3378,100,1,A,DYX,"Bur oak",0
3377,99,2,E,DYW,"Live oak",0
3376,99,2,D,DYV,"Live oak",0
3375,99,2,C,DYU,"Vaccinium caesariense",0
3374,99,2,B,DYT,"Myrica cerifera",0
3373,99,2,A,DYS,"Live oak",0
3372,99,1,E,DYR,"Vaccinium caesariense",0
3371,99,1,D,DYQ,"Live oak",0
3370,99,1,C,DYP,"Live oak",0
3369,99,1,B,DYO,"Myrica cerifera",0
3367,96,3,D,DWR,"Ilex verticillata",0
3366,96,6,E,DYL,"Apple spp.",0
3365,96,6,D,DYK,"Apple spp.",0
3364,96,6,C,DYJ,"Basswood spp.",0
3363,96,6,B,DYI,"Basswood spp.",0
3362,96,6,A,DYH,"White ash",0
3361,96,5,E,DYG,"Norway maple",0
3360,96,5,D,DYF,"Norway maple",0
3359,96,5,C,DYE,"Norway maple",0
3358,96,5,B,DYD,"White ash",0
3357,96,5,A,DYC,"American beech",0
3356,96,4,E,DYB,"Apple spp.",0
3355,96,4,D,DYA,"Viburnum lentago",0
3354,96,4,C,DXZ,"Common serviceberry",0
3353,96,4,B,DXY,"Hamamelis virginiana",0
3352,96,4,A,DXX,"Dogwood spp.",0
3351,98,6,E,DXW,N/A,0
3350,98,6,D,DXV,N/A,0
3349,98,6,C,DXU,N/A,0
3348,98,6,B,DXT,N/A,0
3347,98,6,A,DXS,N/A,0
3346,98,5,E,DXR,N/A,0
3345,98,5,D,DXQ,N/A,0
3344,98,5,C,DXP,N/A,0
3343,98,5,B,DXO,N/A,0
3342,98,5,A,DXN,N/A,0
3341,98,4,E,DXM,N/A,0
3340,98,4,D,DXL,N/A,0
3339,98,4,C,DXK,N/A,0
3338,98,4,B,DXJ,N/A,0
3337,98,4,A,DXI,N/A,0
3336,98,3,E,DXH,N/A,0
3335,98,3,D,DXG,N/A,0
3334,98,3,C,DXF,N/A,0
3333,98,3,B,DXE,N/A,0
3332,98,3,A,DXD,N/A,0
3331,98,2,E,DXC,N/A,0
3330,98,2,D,DXB,N/A,0
3329,98,2,C,DXA,N/A,0
3328,98,2,B,DWZ,N/A,0
3327,98,2,A,DWY,N/A,0
3326,98,1,E,DWX,N/A,0
3325,98,1,D,DWW,N/A,0
3324,98,1,C,DWV,N/A,0
3323,98,1,B,DWU,N/A,0
3322,98,1,A,DWT,N/A,0
3320,96,-3,D,DYM,"Ilex verticillata",0
3321,96,3,E,DWS,"Malus siberica",0
3311,97,6,E,DWI,"Black cherry",0
3310,97,6,D,DWH,"American chestnut",0
3309,97,6,C,DWG,"Red maple",0
3308,97,6,B,DWF,"Oak spp.",0
3307,97,6,A,DWE,"Oak spp.",0
3306,97,5,E,DWD,"Highbush blueberry",0
3305,97,-5,D,EDN,N/A,0
3304,97,-5,C,EDM,N/A,0
3303,97,5,B,DWA,Sassafras,0
